UNITID,OPEID6,Predicted Final Data LN,Final_Predicted 10 year earnings,CONTROL,CONTROL.1,TUITIONFEE_IN,TUITIONFEE_OUT,ICLEVEL,PREDDEG,ADM_RATE_ALL,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,TUITFTE,AVGFACSAL,PFTFAC,PCTPELL,COSTT4_A,C150_4,RET_FT4,CDR3,GRAD_DEBT_MDN,AGE_ENTRY,FAMINC,MN_EARN_WNE_P6,MN_EARN_WNE_P8,MN_EARN_WNE_P10,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10,SD_EARN_WNE_P6,SD_EARN_WNE_P8,SD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_NWNE_P8,COUNT_NWNE_P10,COUNT_WNE_P6,COUNT_WNE_P8,COUNT_WNE_P10,UGDS_MEN,UGDS_WOMEN
183044,2589,11.076290184094061,64620.70725139058,1,Public,16552.0,29532.0,1,3,0.798864732,1102.0,0.0283,0.0434,0.0025,0.0025,0.0495,0.0,0.0212,0.0046,0.0046,0.0915,0.0053,0.0191,0.0244,0.0,0.0484,0.0018,0.0,0.0954,0.0085,0.0,0.0283,0.0477,0.0042,0.0,0.0145,0.0,0.0735,0.0,0.0162,0.0802,0.0,0.0,0.0,0.0,0.0353,0.0823,0.1462,0.0208,12491.0,11336.0,0.6357,0.225,29916.0,0.7613,0.8599,0.02,27000.0,19.99840714,98929.79165,44900.0,50800.0,57700.0,42400.0,47100.0,51400.0,25500.0,28500.0,48300.0,182.0,219.0,287.0,4265.0,4270.0,3984.0,0.457,0.543
183062,2590,10.858264337084593,51961.81168453417,1,Public,12864.0,20784.0,1,3,0.7859,965.0,0.0,0.0276,0.0267,0.0062,0.0668,0.0,0.0214,0.0,0.1426,0.0,0.1257,0.0045,0.0,0.0,0.0357,0.0045,0.0,0.0169,0.0089,0.0,0.016,0.0107,0.0,0.0,0.0125,0.0,0.0989,0.0018,0.0,0.0793,0.0,0.0,0.0,0.0,0.0927,0.1105,0.0686,0.0214,11433.0,8748.0,0.4747,0.2389,24692.0,0.6309,0.7648,0.048,26000.0,19.94519427,93301.77505,36100.0,41100.0,45800.0,33900.0,38100.0,42400.0,23300.0,24200.0,29000.0,78.0,115.0,136.0,1972.0,1577.0,1597.0,0.4299,0.5701
183071,2589,11.002108584906662,60000.52462443901,1,Public,13768.0,26748.0,1,3,0.798864732,1102.0,0.0,0.0,0.0,0.0,0.0963,0.0,0.0872,0.0,0.0,0.0,0.1009,0.0321,0.0,0.0,0.0734,0.0642,0.0,0.1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1284,0.0,0.0,0.0183,0.0,0.0,0.0,0.0,0.0,0.0,0.2477,0.0505,10849.0,9826.0,0.2857,0.2753,21862.0,0.4667,0.8125,0.02,27000.0,19.99840714,98929.79165,44900.0,50800.0,57700.0,42400.0,47100.0,51400.0,25500.0,28500.0,48300.0,182.0,219.0,287.0,4265.0,4270.0,3984.0,0.5,0.5
183080,2591,10.864993204930387,52312.63484602953,1,Public,12677.0,20587.0,1,3,0.752,,0.0,0.0166,0.0055,0.0,0.0565,0.0,0.0233,0.0,0.1508,0.0,0.0,0.0044,0.0,0.0,0.041,0.0022,0.0,0.0222,0.0111,0.0,0.0144,0.0798,0.0033,0.0,0.0177,0.0,0.0732,0.0721,0.0222,0.0421,0.0,0.0,0.0,0.0,0.0698,0.0543,0.2051,0.0122,11024.0,8370.0,0.4849,0.2859,25668.0,0.5777,0.7419,0.05,27000.0,20.425259,85255.68574,35100.0,41100.0,45600.0,33100.0,37300.0,41700.0,19400.0,26600.0,27600.0,64.0,85.0,125.0,1697.0,1562.0,1657.0,0.5228,0.4772
183211,2586,10.754836103694398,46856.082275683715,2,Private,28900.0,28900.0,1,3,0.6256,962.0,0.0,0.0,0.0,0.0,0.0114,0.0,0.0046,0.0,0.0799,0.0,0.0,0.0,0.0502,0.0,0.0046,0.0137,0.0,0.0228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.0251,0.0,0.0114,0.0,0.0,0.0,0.0,0.0068,0.6142,0.0913,0.0023,12987.0,6436.0,0.3317,0.2753,41377.0,0.5122,0.7418,0.021,25221.0,24.79575597,70485.90981,44500.0,46700.0,49400.0,39800.0,43000.0,45400.0,29100.0,32000.0,30200.0,25.0,37.0,62.0,539.0,555.0,531.0,0.1863,0.8137
183239,2587,10.904204798272545,54404.64407753001,2,Private,36546.0,36546.0,1,3,0.7609,,0.0,0.0048,0.0,0.0,0.0786,0.0,0.0214,0.0,0.0381,0.0143,0.0,0.0071,0.0,0.0,0.0214,0.0024,0.0,0.0381,0.0024,0.0,0.05,0.0,0.0071,0.0,0.0238,0.0,0.0643,0.0,0.0,0.1714,0.0,0.0,0.0,0.0,0.0024,0.2333,0.1548,0.0643,16856.0,8281.0,0.745,0.1747,49836.0,0.754,0.8976,0.024,27000.0,19.84855234,123852.5512,49900.0,56300.0,63200.0,49000.0,52500.0,58300.0,27900.0,28000.0,39700.0,,25.0,37.0,,647.0,735.0,0.3944,0.6056
183257,31013,,,1,Public,7065.0,7785.0,1,3,,,0.0,0.0,0.0,0.0,0.0026,0.0,0.0105,0.0,0.0895,0.0,0.0,0.0,0.0,0.0,0.0,0.1974,0.0,0.0,0.0,0.0,0.2737,0.0,0.0,0.0,0.0,0.0,0.0711,0.0342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,0.2947,0.0053,5300.0,5274.0,0.0259,0.4794,17719.0,0.1351,0.5217,0.114,15227.0,31.28398385,41552.32907,36400.0,39800.0,39300.0,32200.0,34800.0,35400.0,24200.0,30800.0,26800.0,71.0,54.0,81.0,500.0,406.0,415.0,0.2594,0.7406
183275,30431,10.771701353680683,47653.02323101349,2,Private,20400.0,20400.0,1,3,0.76,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9399.0,4614.0,1.0,0.5,31400.0,0.3125,0.8571,0.0,26275.0,20.43396226,67557.13208,,,,,,,,,,,,,,,,0.4301,0.5699
183804,7947,,,2,Private,,,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2564.0,5291.0,0.2537,0.727,,,,0.031,5500.0,23.3875969,18075.17907,26800.0,39100.0,43700.0,14400.0,22700.0,25300.0,35900.0,62600.0,64200.0,543.0,445.0,331.0,489.0,513.0,531.0,1.0,0.0
183822,2597,10.7066883293946,44653.51601739572,2,Private,26750.0,26750.0,1,3,0.634,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0328,0.0,0.0623,0.0,0.0,0.0,0.0,0.0,0.0426,0.0,0.0,0.0557,0.0066,0.0,0.0,0.0,0.0033,0.0,0.023,0.0,0.1443,0.0,0.0,0.1508,0.0,0.0,0.0,0.0,0.1836,0.141,0.1475,0.0066,18013.0,8004.0,1.0,0.6733,39473.0,0.3189,0.7332,0.104,30500.0,22.12403698,36554.45994,32700.0,38700.0,42700.0,29500.0,33100.0,38200.0,21800.0,25800.0,27800.0,71.0,82.0,132.0,834.0,857.0,885.0,0.3678,0.6322
183910,2598,10.812657008529733,49645.20101609187,2,Private,30050.0,30050.0,1,3,0.6393,950.0,0.0,0.0,0.0,0.0,0.0623,0.0,0.0,0.0,0.081,0.0,0.0,0.0093,0.0,0.0,0.0685,0.0,0.0,0.0405,0.0156,0.0,0.0312,0.0,0.0,0.0062,0.0031,0.0,0.1745,0.0717,0.0,0.0717,0.0,0.0,0.0,0.0,0.0498,0.1121,0.1838,0.0187,16560.0,8056.0,0.8929,0.4214,39782.0,0.6159,0.8424,0.056,26000.0,22.58012422,59858.79255,36100.0,42600.0,48700.0,32200.0,39200.0,44400.0,26100.0,27500.0,31600.0,43.0,43.0,76.0,526.0,521.0,555.0,0.3014,0.6986
183974,2599,10.760927163775534,47142.35645953034,2,Private,30942.0,30942.0,1,3,0.8191,926.0,0.049,0.0,0.0,0.0,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155,0.183,0.0,0.0155,0.0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0309,0.0876,0.0335,0.0464,0.0,0.0,0.0,0.0,0.0825,0.0,0.3969,0.0309,15555.0,6781.0,1.0,0.3202,45141.0,0.6129,0.7524,0.046,25000.0,23.65300896,71148.33931,41700.0,47300.0,49700.0,37900.0,40400.0,45800.0,29400.0,40700.0,34800.0,58.0,64.0,80.0,793.0,786.0,722.0,0.3679,0.6321
184348,2603,10.900320743069003,54193.7432769152,2,Private,45364.0,45364.0,1,3,0.7017,1118.0,0.0,0.0344,0.0,0.0229,0.0,0.0,0.0086,0.0,0.0,0.0,0.0,0.0516,0.0,0.0,0.063,0.0029,0.0,0.1519,0.0086,0.0,0.0,0.0,0.0401,0.0,0.0172,0.0,0.086,0.0,0.0,0.2693,0.0,0.0,0.0,0.0,0.1117,0.0,0.0888,0.043,17541.0,8724.0,0.5985,0.3081,58700.0,0.6231,0.8396,0.03,27000.0,19.90468227,89243.84114,36200.0,46900.0,58500.0,33000.0,41900.0,52700.0,25900.0,34500.0,43100.0,40.0,40.0,47.0,341.0,416.0,403.0,0.3776,0.6224
184603,2607,10.847273162198595,51393.817504675724,2,Private,35880.0,35880.0,1,3,0.8041,993.0,0.0,0.0,0.0,0.0,0.0176,0.0,0.0099,0.0,0.0,0.0088,0.0198,0.0,0.0,0.0,0.0252,0.5214,0.0,0.0187,0.0022,0.0,0.034,0.0,0.0,0.0,0.0044,0.0,0.0724,0.0472,0.0,0.0066,0.0,0.0,0.0,0.0,0.0033,0.0999,0.0922,0.0165,18071.0,8529.0,0.4595,0.2759,44292.0,0.4794,0.6737,0.047,26000.0,23.19135429,62022.47672,42300.0,48800.0,54400.0,38200.0,44600.0,48100.0,29100.0,35400.0,44900.0,170.0,164.0,212.0,1926.0,2027.0,2006.0,0.4313,0.5687
184612,2610,10.726625718725932,45552.724702012696,2,Private,30605.0,30605.0,1,3,0.8416,870.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0112,0.0,0.0629,0.0,0.0,0.0,0.0,0.0,0.0247,0.009,0.0,0.0697,0.0022,0.0,0.0674,0.0,0.0045,0.0,0.0,0.0,0.0607,0.0472,0.0,0.0112,0.0,0.0,0.0,0.0,0.0247,0.4764,0.1146,0.0067,18931.0,6233.0,0.4869,0.4843,42675.0,0.3551,0.7881,0.046,25000.0,26.26977248,52230.21127,47800.0,50500.0,52800.0,41100.0,46000.0,47300.0,33300.0,32000.0,35200.0,63.0,60.0,74.0,639.0,625.0,528.0,0.2738,0.7262
184694,2607,10.839565123322831,50999.19479879123,2,Private,38236.0,38236.0,1,3,0.804105862,993.0,0.0,0.0,0.0,0.0,0.0938,0.0,0.0085,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0448,0.0597,0.0,0.0618,0.0277,0.0,0.0128,0.0,0.0021,0.0,0.0128,0.0,0.1173,0.0,0.0,0.0874,0.0,0.0,0.0,0.0,0.1407,0.0085,0.2921,0.0256,26923.0,7503.0,0.4222,0.3532,52258.0,0.5571,0.8221,0.047,26000.0,23.19135429,62022.47672,42300.0,48800.0,54400.0,38200.0,44600.0,48100.0,29100.0,35400.0,44900.0,170.0,164.0,212.0,1926.0,2027.0,2006.0,0.4591,0.5409
184773,2608,10.760264126237896,47111.10966762766,2,Private,30998.0,30998.0,1,3,0.6806,945.0,0.0,0.0,0.0,0.0,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0223,0.0,0.0,0.1338,0.0096,0.0,0.051,0.0287,0.0,0.0159,0.0318,0.0,0.0,0.0064,0.0,0.3121,0.035,0.051,0.0032,0.0,0.0,0.0,0.0,0.0573,0.0987,0.0987,0.0318,18141.0,8166.0,0.4378,0.4161,40068.0,0.4821,0.6982,0.047,25520.5,22.20344456,67853.02799,35700.0,40000.0,43600.0,34500.0,39800.0,44400.0,21500.0,23300.0,26100.0,51.0,64.0,88.0,713.0,678.0,748.0,0.189,0.811
184782,2609,10.984216471595062,58936.53533181671,1,Public,12616.0,20570.0,1,3,0.4357,1103.0,0.0,0.0057,0.0015,0.0011,0.097,0.0438,0.0204,0.0,0.1374,0.0449,0.0,0.0045,0.0,0.0,0.0389,0.0464,0.0,0.0566,0.0234,0.0,0.0,0.0,0.0034,0.0,0.014,0.0,0.083,0.0691,0.0,0.0491,0.0,0.0,0.0,0.0,0.0442,0.0521,0.1309,0.0328,11552.0,9050.0,0.3008,0.2974,25341.0,0.667,0.837,0.035,20500.0,21.31913521,81541.08632,39800.0,49000.0,55400.0,38500.0,47000.0,50000.0,23100.0,32100.0,41900.0,175.0,183.0,222.0,3367.0,3017.0,3078.0,0.5297,0.4703
185129,2613,10.885619742009805,53402.86856812993,1,Public,10852.0,19424.0,1,3,0.7659,890.0,0.0,0.0,0.0,0.0032,0.0213,0.0,0.0103,0.0,0.0134,0.0,0.0,0.019,0.0,0.0,0.045,0.0,0.0,0.045,0.0221,0.0,0.0,0.0,0.0024,0.0,0.0118,0.0,0.1153,0.1501,0.0,0.079,0.0,0.0,0.0,0.0,0.0434,0.1864,0.1919,0.0403,8077.0,9923.0,1.0,0.5596,17010.0,0.3179,0.7244,0.072,17000.0,25.38343732,35225.28616,37200.0,41200.0,46000.0,33400.0,37700.0,42700.0,25500.0,26800.0,30200.0,222.0,238.0,256.0,1896.0,1884.0,1840.0,0.3954,0.6046
185262,2622,10.872392484929842,52701.146258566194,1,Public,11244.0,17653.0,1,3,0.7036,907.0,0.0,0.0,0.0,0.0004,0.0608,0.0023,0.0147,0.0,0.1375,0.0,0.0,0.0085,0.0,0.0,0.0515,0.0,0.0,0.0546,0.019,0.0,0.0062,0.0132,0.0,0.0,0.0105,0.0077,0.1654,0.0562,0.0167,0.0476,0.0,0.0,0.0,0.0,0.0565,0.067,0.1704,0.0333,8533.0,9226.0,0.263,0.4308,23295.0,0.4848,0.7455,0.061,24250.0,23.65171546,51604.94083,38000.0,43400.0,48400.0,35800.0,41800.0,46100.0,24400.0,25500.0,28800.0,316.0,310.0,314.0,3926.0,3292.0,2927.0,0.4,0.6
185572,2616,10.881088616158314,53161.440832608576,2,Private,32310.0,32310.0,1,3,0.7419,1055.0,0.0,0.0,0.0,0.0,0.1223,0.0,0.013,0.0,0.0,0.0113,0.0,0.0139,0.0,0.0,0.0486,0.0043,0.0,0.0425,0.0286,0.0,0.0,0.0217,0.0,0.0,0.0199,0.0,0.0729,0.0876,0.0451,0.0598,0.0,0.0,0.0,0.0,0.0668,0.0703,0.2385,0.033,20580.0,8446.0,0.4873,0.2616,44041.0,0.6719,0.8354,0.036,26187.0,20.21735201,97481.1568,42600.0,49400.0,55900.0,41300.0,47600.0,50500.0,24500.0,31100.0,39800.0,89.0,100.0,152.0,1610.0,1690.0,1708.0,0.4055,0.5945
185590,2617,10.961175622898864,57594.112210918334,1,Public,11540.0,20254.0,1,3,0.6683,975.0,0.0,0.0,0.0,0.0003,0.0477,0.0,0.0198,0.0024,0.0402,0.0,0.0,0.033,0.1001,0.006,0.0573,0.0156,0.0,0.0612,0.0195,0.0,0.0507,0.0066,0.0039,0.0,0.0138,0.0,0.1118,0.0,0.0492,0.0708,0.0,0.0,0.0,0.0,0.1112,0.0099,0.1412,0.0279,9022.0,9590.0,0.3631,0.382,24451.0,0.638,0.8144,0.026,22500.0,21.26413471,66322.59882,38200.0,45800.0,52400.0,36900.0,43600.0,49600.0,22900.0,28900.0,33600.0,320.0,326.0,372.0,4350.0,3795.0,3442.0,0.3891,0.6109
185828,2621,11.152571501301837,69742.94177001796,1,Public,15648.0,29288.0,1,3,0.6339,1168.0,0.0,0.0036,0.1055,0.0,0.0,0.0071,0.1448,0.0,0.0,0.4102,0.143,0.0,0.0,0.0027,0.0089,0.0,0.0,0.0492,0.0197,0.0,0.0054,0.0,0.0,0.0,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0661,0.0036,10459.0,11139.0,0.6114,0.3755,28225.0,0.5854,0.838,0.041,21000.0,22.18064024,56780.08079,54800.0,61000.0,70300.0,53600.0,59400.0,68500.0,30900.0,33300.0,38600.0,137.0,113.0,107.0,1513.0,1366.0,1335.0,0.7913,0.2087
186131,2627,11.413795939534062,90562.53989016583,2,Private,41820.0,41820.0,1,3,0.0744,1491.0,0.0,0.0,0.0118,0.0205,0.0,0.0,0.0,0.0,0.0,0.1965,0.0,0.0418,0.0,0.0,0.0395,0.0,0.0,0.1034,0.0276,0.0,0.0039,0.0,0.0316,0.0,0.0639,0.0,0.0537,0.0,0.0679,0.2557,0.0,0.0,0.0,0.0,0.0245,0.0,0.0,0.0576,13255.0,16242.0,0.8598,0.1285,57400.0,0.9678,0.9766,0.024,7500.0,19.41106129,67396.58744,73600.0,92400.0,116300.0,60800.0,63400.0,74700.0,69600.0,125800.0,131400.0,52.0,39.0,45.0,346.0,406.0,332.0,0.5112,0.4888
186186,8609,,,2,Private,10700.0,10700.0,1,3,0.8537,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10330.0,2853.0,0.9,0.318,22000.0,0.1154,0.6316,,,20.93023256,34128.44186,29300.0,36200.0,37500.0,17400.0,23200.0,25600.0,60500.0,43700.0,38100.0,,28.0,29.0,,87.0,87.0,1.0,0.0
186201,9344,11.003163473392984,60063.851882763985,1,Public,13388.0,22038.0,1,3,0.5332,1082.0,0.0,0.0342,0.0,0.0186,0.1146,0.0,0.0171,0.0,0.0,0.0,0.0,0.035,0.0,0.0379,0.0,0.0238,0.0,0.0655,0.0186,0.0,0.0022,0.0,0.0,0.0,0.0097,0.0,0.1615,0.0,0.0275,0.0365,0.0,0.0,0.0,0.0,0.0789,0.0759,0.2143,0.0283,9576.0,9809.0,0.9169,0.2774,27561.0,0.7241,0.8768,0.034,21635.5,21.52701613,85420.89677,43100.0,49700.0,56300.0,41700.0,47900.0,53200.0,24300.0,28900.0,33100.0,118.0,82.0,105.0,1745.0,1481.0,1416.0,0.4516,0.5484
186283,2628,11.015648203517255,60818.43343600405,2,Private,36830.0,36830.0,1,3,0.7091,1026.0,0.0,0.0083,0.0,0.0018,0.0932,0.0,0.0277,0.0,0.1679,0.0,0.0,0.0037,0.0,0.0,0.0341,0.0434,0.0,0.0286,0.0028,0.0,0.0111,0.0,0.0018,0.0037,0.0157,0.0,0.0941,0.0,0.0,0.0295,0.0,0.0,0.0,0.0,0.0923,0.0,0.3229,0.0175,20981.0,11388.0,0.472,0.2577,50389.0,0.632,0.8053,0.044,26000.0,20.77079395,86196.55482,42200.0,47000.0,54100.0,41200.0,44300.0,50600.0,23500.0,30800.0,34000.0,104.0,101.0,140.0,1546.0,1550.0,1499.0,0.4131,0.5869
186371,2629,11.01315068355603,60666.72770738667,1,Public,13683.0,27978.0,1,3,0.6096,1181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0481,0.0312,0.0,0.065,0.0178,0.0,0.041,0.0,0.0045,0.0,0.0151,0.0,0.1398,0.0926,0.0597,0.0971,0.0,0.0,0.0,0.0,0.0374,0.0632,0.2422,0.0258,12573.0,10444.0,0.5102,0.481,23651.0,0.5264,0.8158,0.035,21500.0,22.1349843,66131.48064,48200.0,58000.0,68100.0,44300.0,51500.0,57900.0,35700.0,46500.0,55600.0,880.0,991.0,1038.0,11196.0,10936.0,11286.0,0.4399,0.5601
186380,2629,11.083710462112503,65101.99429846776,1,Public,13813.0,28591.0,1,3,0.609589743,1181.0,0.0163,0.0137,0.0045,0.0072,0.0829,0.0,0.036,0.0,0.0,0.0971,0.0,0.0151,0.0,0.0,0.0271,0.0,0.0,0.0841,0.0147,0.0,0.0101,0.0474,0.0079,0.0,0.015,0.0,0.0793,0.0338,0.0081,0.1007,0.0,0.0,0.0,0.0,0.0288,0.1147,0.1299,0.0253,13386.0,10979.0,0.5536,0.2996,28766.0,0.8068,0.9212,0.035,21500.0,22.1349843,66131.48064,48200.0,58000.0,68100.0,44300.0,51500.0,57900.0,35700.0,46500.0,55600.0,880.0,991.0,1038.0,11196.0,10936.0,11286.0,0.4969,0.5031
186399,2629,11.132864327345702,68381.96008283371,1,Public,13297.0,28075.0,1,3,0.609589743,1181.0,0.0,0.002,0.0,0.0007,0.0087,0.0,0.0154,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0261,0.0,0.0,0.063,0.0094,0.0,0.0013,0.0,0.0027,0.0,0.0181,0.0,0.1172,0.1319,0.0683,0.0757,0.0,0.0,0.0,0.0,0.0194,0.0147,0.4072,0.0154,12686.0,12339.0,0.6035,0.5185,22954.0,0.6589,0.8558,0.035,21500.0,22.1349843,66131.48064,48200.0,58000.0,68100.0,44300.0,51500.0,57900.0,35700.0,46500.0,55600.0,880.0,991.0,1038.0,11196.0,10936.0,11286.0,0.4837,0.5163
186432,2638,10.836141729395322,50824.90297002286,2,Private,33232.0,33232.0,1,3,0.569,899.0,0.0,0.0022,0.0,0.0,0.054,0.0,0.0281,0.0,0.0605,0.0,0.0,0.0086,0.0,0.0,0.0346,0.0281,0.0,0.0929,0.0194,0.0,0.0022,0.0151,0.0,0.0,0.0043,0.0,0.067,0.095,0.0432,0.0821,0.0,0.0,0.0,0.0,0.0346,0.095,0.2117,0.0216,16376.0,8655.0,0.3517,0.5443,43111.0,0.5303,0.8089,0.071,24698.5,22.01904137,42775.48194,38200.0,43800.0,50900.0,33400.0,40400.0,45800.0,27100.0,28200.0,35600.0,96.0,76.0,101.0,816.0,791.0,705.0,0.3931,0.6069
186584,2632,10.952727184965015,57109.58157404459,2,Private,36926.0,36926.0,1,3,0.7554,1133.0,0.0,0.0068,0.0,0.0034,0.078,0.0,0.0,0.0,0.0628,0.0,0.0,0.0042,0.0,0.0,0.0229,0.0729,0.0,0.0865,0.0068,0.0,0.0,0.0263,0.0034,0.0093,0.0204,0.0,0.028,0.0433,0.0144,0.1154,0.0,0.0,0.0,0.0,0.0221,0.1942,0.1612,0.0178,22657.0,9184.0,0.924,0.3036,48457.0,0.6645,0.8505,0.025,24838.0,20.99962963,83206.65185,48200.0,58300.0,63700.0,44800.0,54100.0,57200.0,28200.0,35800.0,46100.0,95.0,92.0,147.0,1577.0,1506.0,1827.0,0.4199,0.5801
186618,2600,10.65713289031446,42494.62559442611,2,Private,31095.0,31095.0,1,3,0.5759,843.0,0.0,0.0,0.0,0.0082,0.0247,0.0,0.0,0.0,0.0535,0.0,0.0,0.0082,0.0,0.0,0.0165,0.0,0.0,0.0329,0.0123,0.0,0.1276,0.0,0.0041,0.0329,0.0165,0.0,0.07,0.0,0.0,0.0329,0.0,0.0,0.0,0.0,0.0041,0.4321,0.107,0.0165,18832.0,6566.0,0.3416,0.3921,45841.0,0.5,0.6774,0.046,22500.0,24.41978022,48764.53626,39600.0,44100.0,49200.0,33000.0,39400.0,43400.0,35300.0,27800.0,32100.0,,34.0,31.0,,259.0,309.0,0.0603,0.9397
186867,2639,11.204389519452995,73452.15489676375,2,Private,45366.0,45366.0,1,3,0.4378,1346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.6757,0.0505,0.0,0.0,0.0,0.0018,0.0018,0.0,0.0396,0.018,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.036,0.0,0.0937,0.0,27192.0,11554.0,1.0,0.2077,59384.0,0.821,0.9244,0.022,27000.0,19.57945736,114971.2607,67900.0,76400.0,91900.0,68600.0,76100.0,89200.0,32600.0,38500.0,65500.0,45.0,29.0,48.0,663.0,634.0,552.0,0.7097,0.2903
186876,9345,10.948118699750134,56846.9984317283,1,Public,12568.0,19089.0,1,3,0.6475,1078.0,0.0,0.0282,0.0,0.0,0.0319,0.0,0.023,0.0,0.0429,0.0,0.0,0.0089,0.0,0.0,0.0303,0.0031,0.0,0.1181,0.0204,0.0,0.0042,0.0,0.0073,0.0,0.012,0.0,0.115,0.0,0.047,0.1265,0.0,0.0,0.0,0.0,0.0308,0.1495,0.1819,0.0188,6882.0,9431.0,0.5237,0.3561,26132.0,0.669,0.8724,0.041,20718.0,21.78656031,72162.9079,37300.0,42400.0,50700.0,35600.0,40000.0,47500.0,22100.0,26900.0,36500.0,143.0,228.0,229.0,2447.0,2427.0,2358.0,0.4085,0.5915
186900,11989,,,2,Private,11500.0,11500.0,1,3,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7931.0,1948.0,,0.7059,17700.0,0.0,0.7778,,,19.64150943,31084.73585,,,,,,,,,,,,,,,,1.0,0.0
187046,21922,,,1,Public,5871.0,8647.0,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.2504,0.0,0.0,0.0,0.0215,0.2172,0.0003,0.0,0.0,0.0,0.0,0.0,0.0172,0.0043,0.1344,0.0,0.0141,0.0,0.0,0.0,0.1636,0.1366,0.0,9801.0,,,0.1226,,,,0.061,9375.0,33.17813665,41830.40373,50900.0,53800.0,57300.0,46200.0,47300.0,49600.0,36100.0,39000.0,48400.0,208.0,166.0,169.0,1316.0,872.0,700.0,0.5303,0.4697
187134,2642,11.03705852310214,62134.61519056472,1,Public,15024.0,25637.0,1,3,0.4897,1213.0,0.0,0.0,0.0,0.0032,0.0417,0.0,0.0171,0.0,0.2219,0.0822,0.0,0.0025,0.0,0.0,0.0341,0.0,0.0,0.0632,0.0196,0.0,0.0057,0.0,0.0076,0.0,0.0386,0.0,0.0847,0.0291,0.0,0.0651,0.0,0.0,0.0,0.0,0.0569,0.0398,0.1599,0.0272,11918.0,9699.0,0.447,0.1751,29303.0,0.8664,0.9337,0.013,23250.0,19.81255195,107996.0075,49000.0,57000.0,64900.0,49200.0,53900.0,58500.0,24800.0,31900.0,40900.0,73.0,70.0,86.0,1505.0,1430.0,1413.0,0.4253,0.5747
