UNITID,INSTNM,Snippet,Motto
230913,Northern Vermont University,"Northern Vermont University (NVU) is a public university with campuses located in the towns of Johnson and Lyndon in the U.S. state of Vermont.  Established in 2018 by the unification of the former Johnson State College and Lyndon State College,[2] the university offers over 50 Bachelor's degree programs and Master's degree programs in Clinical Mental Health Counseling, Education, and Liberal Arts.
",N/A
230931,Lyndon State College,"Coordinates: 44°32′07″N 72°01′31″W﻿ / ﻿44.53528°N 72.02528°W﻿ / 44.53528; -72.02528
",N/A
230940,Marlboro College,"Coordinates: 42°50′20″N 72°43′54″W﻿ / ﻿42.838842°N 72.731681°W﻿ / 42.838842; -72.731681
",N/A
230959,Middlebury College,"Middlebury College is a private liberal arts college in Middlebury, Vermont. It was founded in 1800 by Congregationalists, making it the first operating college or university in Vermont. The college currently enrolls 2,526 undergraduates from all 50 states and 74 countries and offers 44 majors in the arts, humanities, literature, foreign languages, social sciences, and natural sciences.
",Scientia et Virtus (Latin)
230995,Norwich University,"
",I Will Try[1]
231059,Saint Michael's College,"Saint Michael's College (St. Mikes or Saint Michael's) is a private, Roman Catholic, liberal arts college in Colchester, Vermont. Saint Michael's was founded in 1904 by the Society of Saint Edmund. Saint Michael's College grants Bachelor of Arts and Bachelor of Science degrees in over 30 majors to their 1,600 undergraduate students.[3] Housing availability is guaranteed for all four years although about 10% of students, primarily upperclassmen, live off campus.[4]
",N/A
231077,College of St Joseph,"Other reasons this message may be displayed:
",N/A
231086,Southern Vermont College,"Southern Vermont College was a private liberal arts college located on the 371-acre (1.50 km2) former Edward Everett Estate (originally called The Orchards) near Bennington, Vermont. The college closed on May 31, 2019.[1][2]
",N/A
231095,Sterling College,"Sterling College may refer to:
",N/A
231174,University of Vermont,"The University of Vermont (UVM)[a], officially The University of Vermont and State Agricultural College, is a public research university in Burlington, Vermont.  It was founded in 1791 and is the state's land-grant university.[6] UVM is among the oldest universities in the United States and is the fifth institution of higher education established in the New England region of the U.S. northeast.[7] It is also listed as one of the original eight ""Public Ivy"" institutions in the United States.
",Studiis et Rebus Honestis (Latin)
231420,Averett University,"Averett University is a private Baptist college in Danville, Virginia. Founded in 1859 as a women's college, Averett became a 4-year, coeducational institution in 1969. In 2011 the university restored its Baptist affiliation, renewing a relationship that had existed from Averett's founding until 2005.
",Latin: Irreparabile Tempus
231554,Bluefield College,"Bluefield College is a small, Christian liberal arts college in Bluefield, Virginia, United States. It offers 22 majors and is accredited by the Southern Association of Colleges and Schools.  The 82-acre (330,000 m2) campus is about 150 ft (46 m) from the state line between Virginia and West Virginia. It is affiliated with the Baptist General Association of Virginia.
","Deus, Patria, Lux"
231581,Bridgewater College,"Bridgewater College is a private liberal-arts college in Bridgewater, Virginia. Established in 1880, Bridgewater College admitted both men and women from the time of its founding and was the first private, co-educational, liberal arts college in Virginia to do so.[2]  Approximately 1,800 students are enrolled.[3]
","College of Character, Community of Excellence"
231624,College of William and Mary,"
",N/A
231651,Regent University,"
",Christian Leadership to Change the World
231712,Christopher Newport University,"Christopher Newport University (CNU) is a public liberal arts university in Newport News, Virginia. CNU is the youngest comprehensive university in the commonwealth of Virginia. The institution is named after Christopher Newport, who was a buccaneer (or privateer) and captain of the Susan Constant, the largest of three ships which carried settlers for the Virginia Company in 1607, on their way to found Jamestown in the Virginia Colony, which became the first permanent English settlement in North America.
",Students Come First
231837,Jefferson College of Health Sciences,"Jefferson College of Health Sciences (often abbreviated and known locally as JCHS and Jefferson College,) is a private and independent health sciences college in Roanoke, Virginia. Officially chartered as a college in 1982, Jefferson College is the oldest hospital-based college in Virginia.
",N/A
232025,Emory & Henry College,"Emory & Henry College (E&H or Emory) is a private liberal arts college in Emory, Virginia. The campus comprises 335 acres (1.36 km2) of Washington County, which is part of the Appalachian highlands of Southwest Virginia. Founded in 1836, Emory & Henry College is the oldest institution of higher learning in Southwest Virginia.[6]
",Macte Virtute (Latin)
232043,Eastern Mennonite University,"
","""Preparing students to serve and lead globally."" Guiding biblical verse: ""Do justice, love mercy and walk humbly with God."" (Micah 6:8)"
232089,Ferrum College,"Ferrum College is a private college in Ferrum, Virginia. The college itself is on the Virginia Historic Register. Roberts Hall and Beckham Hall are part of the Ferrum College Historic District and listed in the Virginia Landmarks Register and the National Register of Historic Places.
",N/A
232186,George Mason University,"
",Freedom and Learning
232256,Hampden-Sydney College,"
",Huc venite iuvenes ut exeatis viri Γνώσεσθε τὴν αλήθειαν Gnôsesthe tên Alêtheian
232265,Hampton University,"
","""The Standard of Excellence, An Education for Life"""
232308,Hollins University,"Hollins University is a private university in Hollins, Virginia. Founded in 1842 as Valley Union Seminary in the historical settlement of Botetourt Springs, it is one of the oldest institutions of higher education for women in the United States.
",Levavi Oculos[1] (Latin)
232423,James Madison University,"
",Knowledge is Liberty
232557,Liberty University,"
",N/A
232566,Longwood University,"Longwood University is a public liberal arts university in Farmville, Virginia. Founded in 1839 as Farmville Female Seminary Association, it is the third-oldest public university in Virginia and one of the hundred oldest institutions of higher education in the United States. Longwood became a university on July 1, 2002.
",Docemus Docere (We Teach To Enlighten)
232609,University of Lynchburg,"Coordinates: 37°23′54″N 79°10′52″W﻿ / ﻿37.398468°N 79.18101°W﻿ / 37.398468; -79.18101﻿ (University of Lynchburg)
",N/A
232672,Mary Baldwin University,"Mary Baldwin University (MBU, formerly Mary Baldwin College) is a private Presbyterian liberal arts,[2] master's-level university[3][4][5] in Staunton, Virginia. It was founded in 1842 by Rufus William Bailey as Augusta Female Seminary.[6] Today, Mary Baldwin University is home to the Mary Baldwin College for Women, a residential women's college with a focus on liberal arts and leadership,[7] as well as co-educational residential undergraduate programs within its University College[8] structure. MBU also offers co-educational graduate degrees as well as undergraduate degree and certificate programs for non-traditional-aged students.
",Non pro tempore sed aeternitate
232681,University of Mary Washington,"
",Pro Deo Domo Patria
232706,Marymount University,"Marymount University is a Catholic university with its main campus in Arlington, Virginia. Marymount offers bachelor's, master's, and doctoral degrees in a wide range of disciplines. It has approximately 3,375 students enrolled, representing approximately 44 states and 76 countries.
",Tua Luce Dirige
232885,Sentara College of Health Sciences,"Other reasons this message may be displayed:
",N/A
232937,Norfolk State University,"Norfolk State University (NSU) is a public historically black university in Norfolk, Virginia. The university is a member-school of Thurgood Marshall College Fund and the Virginia High-Tech Partnership.
",We See the Future in You
232982,Old Dominion University,"Old Dominion University (ODU) is a public research university in Norfolk, Virginia.  It was established in 1930 as the Norfolk Division of the College of William & Mary and is now one of the largest universities in Virginia with an enrollment of 24,176 students for the 2019 academic year. Its main campus covers over 251 acres (1.02 km2) straddling the city neighborhoods of Larchmont, Highland Park, and Lambert's Point, approximately five miles (8.0 km) from Downtown Norfolk.
",N/A
233277,Radford University,"Radford University is a public university in Radford, Virginia. It is one of the state's eight doctorate-granting public universities. Founded in 1910, Radford offers curricula for undergraduates in more than 100 fields, graduate programs including the M.F.A., M.B.A., M.A., M.S., Ed.S., Psy.D., M.S.W., and specialized doctoral programs in health-related professions.[4]
",N/A
233295,Randolph-Macon College,"Randolph–Macon College is a private liberal arts college in Ashland, Virginia. Founded in 1830, the school has an enrollment of more than 1,400 students. The college offers bachelor's degrees in 38 major disciplines in the liberal arts.[6] Randolph–Macon College is a member of the Annapolis Group of colleges in the United States, as well as the Virginia Foundation for Independent Colleges.
",Building Extraordinary Futures
233301,Randolph College,"Randolph College is a private liberal arts and sciences college in Lynchburg, Virginia. Founded in 1891 as Randolph-Macon Woman's College, it was renamed on July 1, 2007, when it became coeducational.
",Vita Abundantior
233356,Bon Secours Memorial College of Nursing,"The Bon Secours Memorial College of Nursing (BSMCON) is a private nursing school in Richmond, Virginia, affiliated with the Marriottsville, Maryland based Catholic, not-for-profit Bon Secours Health System.
",Good Help to Those in Need
233374,University of Richmond,"The University of Richmond (UR or U of R) is a private liberal arts university in Richmond, Virginia.  The university is a primarily undergraduate, residential university with approximately 4,350 undergraduate and graduate students in five schools: the Gottwald School of Arts and Sciences, the E. Claiborne Robins School of Business, the Jepson School of Leadership Studies, the University of Richmond School of Law and the School of Professional & Continuing Studies.
",Verbum Vitae et Lumen Scientiae (Latin)
233426,Roanoke College,"
","""Palmam Qui Meruit Ferat""[1]"
233541,Shenandoah University,"Shenandoah University is a private liberal arts university in Winchester, Virginia. It has an enrollment of approximately 4,000 students across more than 100 programs in seven schools: College of Arts & Sciences, Harry F. Byrd Jr. School of Business, Shenandoah Conservatory, Bernard J. Dunn School of Pharmacy, Eleanor Wade Custer School of Nursing, School of Health Professions (Athletic Training, Respiratory Care, Occupational Therapy, Physician Assistant Studies and Physical Therapy) and the School of Education & Human Development. Shenandoah University is one of five United Methodist Church-affiliated institutions of higher education in the Commonwealth of Virginia.[3]
",Curiosity Required
233611,Southern Virginia University,"
",Learn that Life is Service
233718,Sweet Briar College,"Sweet Briar College is a women's liberal arts college in Sweet Briar, Virginia, United States, about 12 miles (19 km) north of Lynchburg. The college is on 3,250 acres (13,152,283 m2) in the foothills of the Blue Ridge Mountains, on the former estate of the college's founder, Indiana Fletcher Williams. Sweet Briar was established in 1901 as the Sweet Briar Institute[4] and opened its doors in 1906.[5] The college is accredited by the Southern Association of Colleges and Schools Commission on Colleges[6] to award the Bachelor of Arts, Bachelor of Fine Arts, Bachelor of Science, Master of Arts in Teaching, and Master of Education;[7] as of June 2018 it is on ""warning"" status due to its fiscal-year 2017 finances.[8]
",Rosam quae meruit ferat (Latin)
233897,The University of Virginia's College at Wise,"The University of Virginia's College at Wise (also known as UVa-Wise, or University of Virginia at Wise) is a public, four-year, liberal arts college of the University of Virginia,[5] and a member of the Council of Public Liberal Arts Colleges, located in Wise, Virginia, United States. It was established in 1954 as Clinch Valley College of the University of Virginia.[6] It is the westernmost public college in Virginia.[7]
",N/A
233921,Virginia Polytechnic Institute and State University,"
",Ut Prosim (Latin)
234030,Virginia Commonwealth University,"Virginia Commonwealth University (VCU) is a public research university in Richmond, Virginia. MCV was founded in 1838 as the medical department of Hampden–Sydney College, becoming the Medical College of Virginia in 1854. In 1968, the Virginia General Assembly merged MCV with the Richmond Professional Institute, founded in 1917, to create Virginia Commonwealth University.[5] In 2018, more than 31,000 students pursue 217 degree and certificate programs through VCU's 11 schools and three colleges.[3] The VCU Health System supports the university's health care education, research and patient care mission.
",Make it real
234076,University of Virginia-Main Campus,"Other reasons this message may be displayed:
",N/A
234085,Virginia Military Institute,"
","Latin: ""In Pace Decus, In Bello Praesidium""[1]"
234155,Virginia State University,"Virginia State University (VSU), also known as Virginia State, is a historically black public land-grant university in Ettrick, Virginia. Founded on March 6, 1882 (1882-03-06), Virginia State developed as the United States's first fully state-supported four-year institution of higher learning for black Americans. The university is a member school of the Thurgood Marshall College Fund.
","""A Transformative Experience"""
234164,Virginia Union University,"Virginia Union University (VUU) is a private historically black university in Richmond, Virginia. It took its present name in 1899 upon the merger of two older schools, Richmond Theological Institute and Wayland Seminary, each founded after the end of American Civil War by the American Baptist Home Mission Society. In 1932, Hartshorn Memorial College, a women's college, merged with VUU.
",N/A
234173,Virginia Wesleyan University,"Virginia Wesleyan University (VWU) is a private university in Virginia Beach, Virginia. The university is nonsectarian but is historically affiliated with The United Methodist Church.[1] It enrolls approximately 1,600 students annually in undergraduate, graduate, and online programs. Virginia Wesleyan transitioned from a college to a university in 2017.[2]
","Sapientia Illuminat Viam, ""Wisdom Lights the Way"""
234207,Washington and Lee University,"Washington and Lee University (Washington and Lee or W&L) is a private liberal arts university in Lexington, Virginia. Established in 1749, the university is a colonial-era college and the ninth-oldest institution of higher learning in the United States.
",Latin: Non Incautus Futuri
234827,Central Washington University,"Central Washington University (CWU) is a public university in Ellensburg, Washington. Founded in 1891, the university consists of four divisions: the President' Division, Business and Financial Affairs, Operations, and Academic and Student Life (ASL).  Within ASL are four colleges: the College of Arts and Humanities, the College of Business (Ellensburg campus and University Centers in the Puget Sound and central regions),[3] the College of Education and Professional Studies, and College of the Sciences.
",N/A
234915,City University of Seattle,"City University of Seattle (CityU) is a private university in Seattle, Washington. In 2016–17, CityU enrolled 6,755 students worldwide. The university consists of the School of Management, Albright School of Education, School of Arts and Sciences, School of Applied Leadership, the Technology Institute, and Washington Academy of Languages. CityU of Seattle offers campus education around the world and online education. CityU is part of the National University System, a private nonprofit university system.
",We're All About the Finish
235024,Cornish College of the Arts,"Cornish College of the Arts (CCA) is a college in the Denny Triangle, Capitol Hill and Seattle Center[1] areas of Seattle, Washington, USA that focuses on the arts.
",N/A
235097,Eastern Washington University,"
",N/A
235167,The Evergreen State College,"The Evergreen State College is a public liberal arts college in Olympia, Washington. Founded in 1967, Evergreen offers a non-traditional undergraduate curriculum in which students design their own paths of study. Full-time students enroll in interdisciplinary academic programs instead of classes. Programs typically offer students the opportunity to study several disciplines in a coordinated manner. Faculty write narrative evaluations of students' work in place of issuing grades.
",Omnia Extares[1]
235316,Gonzaga University,"Gonzaga University (also known as Gonzaga or GU) /ɡɒnˈzæɡə/ is a private, Roman Catholic university in Spokane, Washington.[4][5]  It is accredited, as an institution, by the Northwest Commission on Colleges and Universities.[6] Founded in 1887 by the Society of Jesus, the university is named for the young Jesuit saint Aloysius Gonzaga. It is one of 28 member institutions of the Association of Jesuit Colleges and Universities.[7] The campus houses 105 buildings on 152 acres (62 ha) of grassland alongside the Spokane River, in a residential setting one-half-mile (800 m) from downtown Spokane.
",Ad majorem Dei gloriam (Latin)
235422,Heritage University,"Heritage University (formerly named Holy Names College and Fort Wright College) is a private university in Toppenish, Washington, on the Yakama Indian Reservation. It offers associate, bachelor's, and master's degrees.
",N/A
235547,Bastyr University,"Bastyr University is an alternative medicine university with campuses in Kenmore, Washington, and San Diego, Programs include naturopathy, acupuncture and Oriental medicine, nutrition, herbal medicine, ayurvedic medicine, psychology, and midwifery.
",Leading innovation in natural health education
235769,Trinity Lutheran College,"Trinity Lutheran College may refer to:
",N/A
236133,Northwest University,"Northwest University is either:
",N/A
236230,Pacific Lutheran University,"Pacific Lutheran University (PLU) is a private Lutheran university in Parkland, Washington.  It was founded by Norwegian Lutheran pioneers in 1890.[2] PLU is sponsored by the 580 congregations of Region I of the Evangelical Lutheran Church in America.  PLU has approximately 3,100 students enrolled.[3] As of 2017, the school employs approximately 220 full-time professors on the 156-acre (630,000 m²) woodland campus.
",N/A
236328,University of Puget Sound,"Coordinates: 47°15′45″N 122°28′54″W﻿ / ﻿47.2626°N 122.4817°W﻿ / 47.2626; -122.4817
",προs τα ακρα (Greek)
236452,Saint Martin's University,"Saint Martin's University is a private Benedictine, liberal arts university in Lacey, Washington.  It was founded in 1895 as an all-boys boarding school by monks of the Benedictine Order. Saint Martin's began offering college-level courses in 1900 and became a degree-granting institution in 1940. The college became coeducational in 1965. In 2005, it changed its name from Saint Martin's College to Saint Martin's University. It has a functioning Benedictine monastery on school grounds, and some members of the monastic community also serve as professors.
",N/A
236577,Seattle Pacific University,"Seattle Pacific University (SPU) is a private Christian university in Seattle, Washington. It was founded in 1891 in conjunction with the Oregon and Washington Conference of the Free Methodist Church as the Seattle Seminary. It became the Seattle Seminary and College in 1913, adopting the name Seattle Pacific College in 1915, and took its present moniker in 1977. Seattle Pacific University is a member of the Christian College Consortium.
","Engaging the Culture, Changing the World"
236595,Seattle University,"
",For the difference we make
236896,Walla Walla University,"Divisions 
",N/A
236939,Washington State University,"
",N/A
236948,University of Washington-Seattle Campus,"Other reasons this message may be displayed:
",N/A
237011,Western Washington University,"
",Active Minds Changing Lives[1][2][3]
237057,Whitman College,"
",per ardua surgo (Latin)
237066,Whitworth University,"Whitworth University is a private Christian liberal arts college affiliated with the Presbyterian Church (USA) and located in Spokane, Washington. Founded in 1890, the Christian university enrolls more than three thousand students and offers over one hundred graduate and undergraduate programs in a variety of academic disciplines.[5]
",Education of Mind and Heart
237118,Alderson Broaddus University,"Alderson Broaddus University (""AB"") is a private, four-year university in Philippi, West Virginia. Alderson Broaddus was formed in 1932 as Alderson–Broaddus College by the union of two Baptist institutions: Alderson Academy (founded 1901) and Broaddus Institute (founded 1871; moved to Philippi, 1909). The school adopted its current name in 2013.
","""From the darkness into the light"""
237136,Appalachian Bible College,"Appalachian Bible College is a small, non-profit Bible college north of Beckley, West Virginia. While unaffiliated with any particular denomination, it generally serves independent churches within the fundamental Bible and Baptist associations. 
",Because life is for service
237181,Bethany College,"Bethany College may refer to:
",N/A
237215,Bluefield State College,"Bluefield State College (BSC) is a historically black college  in Bluefield, West Virginia. It is a part of West Virginia's public education system and offers baccalaureate and associate degrees. It is the only non-residential four-year college in the state system. Bluefield State College is a member school of the Thurgood Marshall College Fund.
",Making Education Possible
237312,University of Charleston,"The University of Charleston (UC), formerly Morris Harvey College, is a private accredited university based in Charleston, West Virginia, United States. The university also has locations in Beckley, West Virginia, and Martinsburg, West Virginia, known as UC-Beckley and UC-Martinsburg, respectively.
",N/A
237330,Concord University,"Concord University is a public university in Athens, West Virginia.  It was founded on February 28, 1872, when the West Virginia Legislature passed ""an Act to locate a Branch State Normal School, in Concord Church, in the County of Mercer"". Founded by veterans of both the Union and the Confederacy, Concord is named for the ideal of ""harmony and sweet fellowship"".
",N/A
237358,Davis & Elkins College,"Davis & Elkins College (D&E) is a small private liberal arts college in Elkins, West Virginia.
",Pro Christo Perstare To Stand for Christ
237367,Fairmont State University,"
",N/A
237385,Glenville State College,"Glenville State College (GSC) is a public four-year college in Glenville, West Virginia.
",N/A
237525,Marshall University,"
Coordinates: 38°25′30″N 82°25′14″W﻿ / ﻿38.42508°N 82.42046°W﻿ / 38.42508; -82.42046
",N/A
237640,Ohio Valley University,"Ohio Valley University is a private Christian college affiliated with the Church of Christ and located between Parkersburg and Vienna in West Virginia.
",N/A
237792,Shepherd University,"Shepherd University is a public university in Shepherdstown, West Virginia. The university currently[update] enrolls 4,041 students.[1]
",N/A
237899,West Virginia State University,"
",Veritas Lux Mundi (Latin)
237932,West Liberty University,"West Liberty University (WLU) is a public university in West Liberty, West Virginia, United States, near Wheeling. West Liberty University is West Virginia's oldest institution of higher education.[1]  It offers more than 70 undergraduate majors plus a number of graduate programs, including a master's degree in education and an online MBA. WLU's athletic teams, known as the Hilltoppers, are charter members of the NCAA Division II Mountain East Conference with nearly 400 student-athletes participating in 18 intercollegiate sports, including football, basketball, wrestling, track, tennis, baseball.
",N/A
237950,West Virginia University Institute of Technology,"West Virginia University Institute of Technology is a four-year college located in Beckley, West Virginia. It is a divisional campus of West Virginia University. The school is commonly referred to as WVU Tech, WVU Beckley[2], or by its former nickname of West Virginia Tech.
",N/A
237969,West Virginia Wesleyan College,"West Virginia Wesleyan College is a private, coeducational, liberal arts college in Buckhannon, West Virginia, United States. It has an enrollment of about 1,400 students from 35 U.S. states and 26 countries. The school was founded in 1890 by the West Virginia Conference of the United Methodist church.
",N/A
238032,West Virginia University,"
","Πίστει τὴν ἀρετήν, ἐν δὲ τῇ ἀρετῇ τὴν γνῶσιν (Koine Greek)"
238078,Wheeling Jesuit University,"
Coordinates: 40°04′23″N 80°41′22″W﻿ / ﻿40.073076°N 80.689527°W﻿ / 40.073076; -80.689527
",Luceat Lux Vestra (Latin)
238193,Alverno College,"Alverno College is a Roman Catholic, four-year, independent, liberal arts college, historically and still primarily a women's college located in Milwaukee, Wisconsin.
",In Sanctitate et Doctrina
238324,Bellin College,"Bellin College is a private nursing school and graduate school of sciences located in Bellevue, Wisconsin, a suburb of Green Bay, Wisconsin.
",N/A
238333,Beloit College,"Beloit College is a private liberal arts college in Beloit, Wisconsin. Founded in 1846, while the state of Wisconsin was still a territory,[3] it is the oldest continuously operated college in the state. It is a member of the Associated Colleges of the Midwest and has an enrollment of roughly 1,402 undergraduate students.[2]
",Scientia Vera Cum Fide Pura (Latin)
238430,Cardinal Stritch University,"Cardinal Stritch University is a private Roman Catholic university in Milwaukee, Wisconsin. The university also offers courses in Brookfield, Wisconsin; Madison, Wisconsin; and has outreach programs throughout Wisconsin.[2] Its motto, Ut probetis potiora (""To value the better things""), is taken from Philippians 1:10.[3]
",Latin: Ut probetis potiora
238458,Carroll University,"Carroll University is a private liberal arts college affiliated with the Presbyterian Church (USA) and located in Waukesha, Wisconsin. Established in 1846, Carroll was Wisconsin's first four-year institution of higher learning.
",Christo et Litteris
238476,Carthage College,"Carthage College is a private liberal arts college affiliated with the Evangelical Lutheran Church in America and located in Kenosha, Wisconsin.  It enrolls 2,600 full-time[4] and 200 part-time students.
",Seeking truth. Building strength. Inspiring service. Together.[1]
238573,Columbia College of Nursing,"The Columbia College of Nursing (previously known as the Knowlton Hospital Training School and Columbia Hospital School of Nursing) is a nursing school, now located in Glendale, Wisconsin, a northern suburb of Milwaukee, Wisconsin, U.S.[1]
",N/A
238616,Concordia University-Wisconsin,"Concordia University Wisconsin (CUW) is a private Lutheran university in Mequon, Wisconsin. The school is an affiliate of the nine-member Concordia University System operated by the Lutheran Church–Missouri Synod (LCMS).
",N/A
238661,Edgewood College,"Edgewood College is a private Dominican liberal arts college in Madison, Wisconsin. The college occupies a 55 acres (22 ha) campus overlooking the shores of Lake Wingra.
",N/A
238980,Lakeland University,"Lakeland University is a liberal arts college with its main campus located in Plymouth, Wisconsin.[6] Lakeland University is affiliated with the United Church of Christ and offers both undergraduate and graduate degrees.[7] Lakeland also has seven evening, weekend, and online centers located throughout the state of Wisconsin—in Milwaukee, Madison, Wisconsin Rapids, Chippewa Falls, Neenah, Green Bay, and Sheboygan—and a two-year international campus in Tokyo.[8]
",N/A
239017,Lawrence University,"Lawrence University is a liberal arts college and conservatory of music in Appleton, Wisconsin, United States. Founded in 1847, the school held its first classes on November 12, 1849. Lawrence was the second college in the United States to be founded as a coeducational institution. 
",Light More Light!Veritas est lux
239071,Maranatha Baptist University,"Maranatha Baptist University is a private Baptist university in Watertown, Wisconsin.[2]
",N/A
239080,Marian University,"Marian University may refer to:
",N/A
239105,Marquette University,"
",Numen Flumenque (Latin)
239309,Milwaukee Institute of Art & Design,"The Milwaukee Institute of Art & Design (MIAD) is a private professional college of art and design in Milwaukee, Wisconsin. Founded in 1974, it offers a Bachelor of Fine Arts Degree in 5 majors and is considered the successor to the Layton School of Art.
",N/A
239318,Milwaukee School of Engineering,"The Milwaukee School of Engineering (MSOE) is a private university in Milwaukee, Wisconsin. The university has one of the smallest campuses in Milwaukee, at only 22 acres (0.089 km2). The school's enrollment of 2,846 includes 204 graduate students.[4] As of Fall 2016 the university has a total of 135 faculty, of which roughly half are full-time.
",N/A
239390,Mount Mary University,"Mount Mary University is a private Catholic liberal arts university in Milwaukee, Wisconsin. The university was founded in 1913 by the School Sisters of Notre Dame[1] and was Wisconsin's first four-year, degree-granting Catholic college for women.[2] Today, the university serves women at the undergraduate level and both women and men at the graduate level.
",N/A
239503,Northland International University,"
",Preparing the next generation of servant-leaders for Great Commission living.
239512,Northland College,"Northland College is the name of several learning institutions:
",N/A
239628,Ripon College,"Ripon College may refer to:
",N/A
239716,Saint Norbert College,"St. Norbert College (SNC) is a private Catholic liberal arts college in De Pere, Wisconsin. Founded in October 1898 by Abbot Bernard Pennings, a Norbertine priest and educator, the school was named after Saint Norbert of Xanten. In 1952, the college became coeducational. As of March 2018[update], the school's enrollment is 2,165 students.[3]
","""Docere Verbo et Exemplo"""
239743,Silver Lake College of the Holy Family,"Silver Lake College is a private Catholic liberal arts college in Manitowoc, Wisconsin. Founded as an academy in 1885 by the Franciscan Sisters of Christian Charity, the college achieved four-year college status in 1935 and was then called Holy Family College. In 1972 the college became separately incorporated from the Franciscan order, and was renamed Silver Lake College of the Holy Family.
",Pax huic domui [1]
240107,Viterbo University,"Viterbo University is a private co-educational Roman Catholic and Franciscan liberal arts university located in La Crosse, Wisconsin, United States. Founded in 1890, Viterbo offers more than 70 academic programs [3](traditional and online) at the associate's, bachelor's, master's, or doctoral degree level.[2]
",N/A
240189,University of Wisconsin-Whitewater,"The University of Wisconsin–Whitewater, also known as UW–Whitewater, is a residential university in Whitewater, Wisconsin. It is part of the University of Wisconsin System. Student enrollment in the 2014–2015 academic year was more than 12,000. The university offers 47 undergraduate majors and 13 graduate programs, with over 1,000 courses available to students.[2] Approximately 1,400 faculty and staff are employed by the university, and the student body consists of individuals from about 40 states and 30 countries.[3]
",N/A
240268,University of Wisconsin-Eau Claire,"The University of Wisconsin–Eau Claire (also known as UW–Eau Claire, UWEC or simply Eau Claire) is a public liberal arts university located in Eau Claire, Wisconsin, United States. Part of the University of Wisconsin System, it offers bachelor's and master's degrees and is categorized as a postbaccalaureate comprehensive institution in the Carnegie Classification of Institutions of Higher Education. UW–Eau Claire had an annual budget of approximately 237 million dollars in the 2017–18 academic year.[5]
",The Power of AND
240277,University of Wisconsin-Green Bay,"The University of Wisconsin-Green Bay (also known as UW-Green Bay or UWGB) is a public university located in Green Bay, Wisconsin, with regional campuses in Marinette, Manitowoc, and Sheboygan. Founded in 1965, it is part of the University of Wisconsin System.
",N/A
240329,University of Wisconsin-La Crosse,"
","""Mens Corpusque"""
240338,Wisconsin Lutheran College,"Wisconsin Lutheran College (WLC) is a liberal arts college affiliated with the Wisconsin Evangelical Lutheran Synod. It has an enrollment of about 1,200 students. Its nine-building campus sits on the border of Milwaukee and Wauwatosa, with some buildings in each city. Degree programs at Wisconsin Lutheran College are accredited by the Higher Learning Commission of the North Central Association of Colleges and Schools.
",N/A
240365,University of Wisconsin-Oshkosh,"The University of Wisconsin Oshkosh[3] (also known as UW Oshkosh) is the third-largest university in Wisconsin, United States.[4] As part of the University of Wisconsin System, UW Oshkosh offers bachelor, master, and doctoral degrees in an annual on- and off-campus enrollment of nearly 14,000.
",N/A
240374,University of Wisconsin-Parkside,"
",N/A
240417,University of Wisconsin-Stout,"The University of Wisconsin–Stout (UW–Stout or Stout) is a public university located in Menomonie, Wisconsin, United States. A member of the University of Wisconsin System, it enrolls more than 9,600 students. The school was founded in 1891 and named in honor of its founder, lumber magnate James Huff Stout.
",N/A
240426,University of Wisconsin-Superior,"The University of Wisconsin–Superior (also known as UW–Superior or UWS) is a public university located in Superior, Wisconsin. UW–Superior grants associate, bachelor's, master's, and specialist's degrees.  The university enrolls about 2,400 undergraduates and 200 graduate students.
",N/A
240444,University of Wisconsin-Madison,"
",Numen Lumen (Latin)
240453,University of Wisconsin-Milwaukee,"Milwaukee State Teachers College (1927–1951)
Wisconsin State College of Milwaukee (1951–1956)
",N/A
240462,University of Wisconsin-Platteville,"University of Wisconsin–Platteville (also known as UW–Platteville) is a public university located in Platteville, Wisconsin, United States. Part of the University of Wisconsin System, it offers both bachelor's and master's degrees. The university has three colleges that serve over 8,000 students on-campus and an additional 3,000 students through its five distance education programs.
",N/A
240471,University of Wisconsin-River Falls,"The University of Wisconsin–River Falls (also known as UW–River Falls or UWRF) is a public liberal arts university located in River Falls, Wisconsin. It is part of the Minneapolis-St. Paul metropolitan area. The 226-acre (91 ha) campus is situated on the Kinnickinnic River in the St. Croix River Valley. The university has 32 major buildings and two laboratory farms, with a total of 440 acres (178 ha) of land.
",Global. Innovative. Excellent.
240480,University of Wisconsin-Stevens Point,"The University of Wisconsin–Stevens Point (also known as UW–Stevens Point or UWSP) is a public university in Stevens Point, Wisconsin, United States. It is part of the University of Wisconsin System. It grants associate, baccalaureate and master's degrees, as well as doctoral degrees in audiology and educational sustainability. As of 2018, UW-Stevens Point has merged with UW-Stevens Point at Wausau and UW-Stevens Point at Marshfield.
",N/A
240727,University of Wyoming,"
",N/A
240754,University of Guam,"University of Guam (Chamorro: Unibetsedåt Guåhan), or U.O.G., is a land-grant university in Mangilao, Guam. It is accredited by the Western Association of Schools and Colleges and offers thirty-four degree programs at the undergraduate level and eleven  master’s level programs. Of the university’s 3,387 students, 94% are of Asian-Pacific Islander ethnicity and nearly 72% are full-time (fall 2012 figures). A full-time faculty of about 180 supports the university’s mission of ""Ina, Diskubre, Setbe""— which translates to ""To Enlighten, to Discover, to Serve.""
",N/A
